accountType,accountId,guestId,amperityId,mLifeId,mgmRewardsTierCurrent,expects,numberOfAccounts
patron,54018901,57864888,1f172013-6b78-3c8a-bdd5-76d8be905610,54018901,Sapphire,1,4
betmgm,586531950,94399773,1f7020f9-0a8b-333e-a286-c35499b55eb9,68561499,Sapphire,1,2
patron,8684348,88362621,1f706d34-4e61-30a4-9166-077f99a57f8d,8684348,null,1,1
patron,46538993,80848301,1f1df122-cff8-3f61-8796-621a3338b930,46538993,null,1,2
patron,53273730,96131636,2146bdf0-8e1d-3fcc-82ec-8cd97e888885,53273730,Sapphire,1,2
betmgm,609052675,168100414,155c52fa-c6b1-36ef-99c0-965a5738aeb5,100720836,Sapphire,1,4
patron,74958242,50390693,0a81eac3-9805-360c-b496-1952a798e301,74958242,Sapphire,1,1
patron,96236734,88460150,214caca6-1376-35e5-bdce-42d939ade23b,96236734,Sapphire,1,8
patron,84538549,52095108,0a820469-8a3b-395a-ae8f-b08b69e31a25,84538549,Sapphire,1,2
patron,83775417,120170372,0a884a6f-1dd5-3dca-b536-7efdfda68549,83775417,Sapphire,1,2
archtics,22269119,45165542,1d6fa058-2a80-3cef-8080-112da13391d9,75845318,Pearl,1,5
patron,45582418,107995038,154b853b-8065-34ec-8d44-bf0a025200ee,45582418,null,1,1
patron,54868661,114369129,1add4092-4781-3cae-84c3-8c2d8ff8c211,54868661,Sapphire,1,1
patron,67697561,118033724,1d7cadd7-fd02-32a1-b9e7-a7330b5d1d7f,67697561,Sapphire,1,1
patron,75071104,3273127,1d81461d-7ae1-36ee-bba6-a9874142179c,75071104,Sapphire,1,2
patron,69173436,56064883,15619168-4069-3f1a-827d-c568a67f55d9,69173436,Sapphire,1,2
opera,245376538,99557189,156465e5-d61a-305d-94a3-bfbacee39e89,51404104,Sapphire,1,3
patron,44989167,56303548,1567d5e8-59a3-3f1a-a263-3aeb298cf6ad,44989167,null,1,1
patron,16008140,6925607,1d862e89-bb41-340a-877a-cd0e4ee918ce,95218899,Sapphire,1,4
patron,41712586,11531559,1d8694b0-e054-3339-b0cc-6ce00b69d8db,41712586,null,1,1
patron,70686559,23009028,1c7e161c-3699-3431-89e1-a476482a3e1b,70686559,Sapphire,1,2
patron,79222602,79929456,1f774981-b1d3-30f4-9fbf-109511aa2863,79222602,Sapphire,1,4
patron,43511154,93462636,21645bc0-04a8-3254-bd87-291221050065,43511154,Sapphire,1,2
patron,76939444,76387491,1cf2514b-b2a4-3367-82ae-24bf6e7a49ee,76939444,Sapphire,1,2
opera,15173782,2595058,173c453d-2ccd-331f-8742-46e0ed7a46d5,43894508,null,1,2
patron,94033676,136992124,216eeace-2e2a-3909-81aa-c212e0cf71e1,94033676,Sapphire,1,2
patron,63775319,53714258,1af95132-0f5f-3e9b-bb15-03133693807f,63775319,Sapphire,1,2
patron,32620901,80895947,1af9d9dc-b630-364a-948d-98a106808064,3671879,null,1,2
patron,66773246,69712655,2170ef9e-91c1-381c-84d3-632c2d221f9d,66773246,Sapphire,1,5
patron,72907986,32354230,1eea5a9d-e0d5-3fc0-a72a-be340119334b,72907986,Sapphire,1,2
customers,00ua5it0jaDANcS0U1t7,5022860,1f898da1-a6be-3844-b88c-4e63d94095a2,78136933,Sapphire,1,7
opera,890593121,70576212,1c979824-55cd-3636-9986-885cfb92842a,94775846,Sapphire,1,6
patron,84731977,109401929,1c9a81db-59b1-3337-87cf-082afa3292de,84731977,Sapphire,1,2
patron,54468795,55444458,157df647-8f03-3d73-b3cf-c5731737073b,54468795,Sapphire,1,1
patron,54052503,137092868,1c9c648f-2e1b-376f-82b3-428e786b213d,54052503,Sapphire,1,1
patron,33444285,101550289,21818c96-2228-338e-b64e-a665e7b0d964,33444285,Sapphire,1,2
patron,60085893,22794415,21822b4e-c38b-3b69-8c48-dc5c1b5dc73a,60085893,Sapphire,1,2
patron,47833977,2349792,218351bb-e4c0-3168-a491-8db748dc19d3,47833977,null,1,2
patron,51048248,95467757,1f02eaa4-39bc-3bc1-b59b-b7c826fcbb80,51048248,Sapphire,1,1
patron,33108182,59977644,1f07c350-cf15-3e02-b93d-d42b8bdfc6d1,33108182,null,1,2
betmgm,579000421,33053101,2032b4c8-9da8-3d75-805a-2d21ed7afcfa,97058974,Sapphire,1,3
patron,74605015,69976290,1f0b5fa4-1251-308c-aa56-3bce3a7d6846,74605015,Sapphire,1,1
betmgm,581887257,151281113,20373ae2-373d-3cb2-9fa1-1278934c8812,97818707,Sapphire,1,2
patron,21112573,14355809,1b10eca1-2716-3fac-8aef-f2f104935fc0,21112573,Sapphire,1,2
opera,2375661,103590472,1b137abb-b614-304c-b334-d9e1cbf5756b,40085518,Sapphire,1,3
patron,56666764,78181008,1d97884e-f772-3d8b-a147-0646798760d3,56666764,Sapphire,1,1
tcolv_patron,166645,24534227,0f54c6ad-b149-358a-9148-b782e568693e,7346901,Sapphire,1,2
customers,00ulqaigq4EVR2ZIw1t7,146166939,0f5782cf-2d68-33fd-9879-e2e6bb8ef91b,96402658,Sapphire,1,4
patron,45739967,24624659,0f5778e2-c28d-3c6d-a99c-6bab17356c5d,45739967,null,1,1
opera,245785220,69690971,0f654ed4-02b8-3c53-94d3-4175b1d1b610,51376891,Sapphire,1,8
patron,83767418,111988253,1cf3868e-3be6-300f-9f72-0deeeddefe4c,83767418,Sapphire,1,1
patron,48177460,89135248,1d3e73ba-e19d-30a3-96a4-7dbe30783857,48177460,Sapphire,1,2
patron,80045061,129947116,1cf7a32c-df83-303d-816c-d6169ca92db2,80045061,Sapphire,1,1
patron,57107019,126478681,1d3fe892-bf94-3821-87c6-aab3039b91b2,57107019,Sapphire,1,1
patron,48009576,16169915,1cf838db-0f72-312d-84a5-c10820729a4e,48009576,null,1,2
patron,11284108,19706783,204a11cf-7015-3896-a956-30595bf3b804,12489423,null,1,4
patron,64284093,87340079,1f1ffa0d-4b6f-3735-b246-638299d000e2,64284093,Sapphire,1,1
patron,65956456,116723625,1f20c9da-de66-3922-8b6a-f59f67b523e0,65956456,Sapphire,1,1
patron,73366711,65819834,1ce30484-2a51-35fc-b11b-5edcae461a67,73366711,Sapphire,1,1
patron,73770432,84567904,1b19b83c-0c44-3d2d-9c01-cf1b93c69145,73770432,Sapphire,1,1
tcolv_lms,433854029404,159204428,1b222888-33aa-3f51-aad4-934140940431,68732554,Sapphire,1,12
patron,78887007,6749515,1b2244d3-a561-32f1-a01f-5f27d0f3a5ba,78887007,Pearl,1,4
patron,55294110,12299625,1f24ee32-366b-3fe8-bbab-2fd3a6a92b7e,55294110,Sapphire,1,1
patron,1338612,4479253,204db364-5674-3f29-a352-886e1c9dc6c4,1338612,null,1,1
patron,57641434,87473266,1a074f9c-d3e6-3d56-8add-d2c8f166e337,57641434,Sapphire,1,1
patron,63215013,115326829,1a075120-0a35-3e01-b09c-b03eda3977df,63215013,Sapphire,1,5
patron,94487420,138260384,1b551da7-5fa1-3670-9a86-5e6200fb9b0a,94487420,Sapphire,1,1
customers,00uhxylk0uLwtT3321t7,113034616,21871841-6bd2-301e-bfff-9f1dec2cc900,83931903,Sapphire,1,3
patron,47877312,85185029,1ca21ae4-9633-3bb3-9139-b378072d178b,47877312,null,1,4
patron,55280765,29594539,1a157c2d-fbb9-305d-9ab8-563b8fe193ab,55280765,Sapphire,1,2
patron,82298020,116512400,218e074a-b67b-32d7-9658-167e8a8529cd,82298020,Sapphire,1,1
patron,40079362,92891570,2190469a-e34e-3fc1-9047-542edac69252,40500817,Sapphire,1,4
patron,65219135,112704566,1d4736b0-fccb-3986-b4fd-cf2114c7a01a,65219135,Sapphire,1,1
patron,70132814,25397957,1d4ca173-4844-3dd5-b9fe-09d423d93381,70132814,Sapphire,1,1
betmgm,578286228,147460591,205fd4c3-2e22-341f-95ab-8e839c5a5a0b,96809424,Sapphire,1,2
opera,5126874,39253497,1db8db3f-e30a-3569-a80e-f1d643f066e2,63053598,Sapphire,1,12
patron,65000929,85300504,1db9b8e3-279e-326c-906d-aecca9654aef,65000929,Sapphire,1,2
patron,62562611,119327670,15810d23-c01f-3dab-8879-af08ed182441,62562611,Sapphire,1,3
customers,00u60emat4rGb9tvu1t7,31845139,20678391-11a1-3835-9650-34d67e7cf15d,67700506,Sapphire,1,2
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlcicLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBiAgOzwy8KPCgw,151627013,15824317-0731-357e-9dbe-6ff33a047def,83280460,Sapphire,1,4
customers,00u7g62o2pLFhrpiR1t7,38833849,1dbafab2-6072-3b58-92b4-0f24f45ebd8a,76158343,Sapphire,1,3
opera,392689721,31587265,206a4171-55ce-3c0c-8b93-e47826d70187,59514926,Sapphire,1,3
opera,245726731,12620435,1a26595e-ef88-3b8d-8642-32d31a0972e8,51788705,Sapphire,1,2
patron,54790026,116910452,1a278cfe-809a-3088-a882-5e2dd4a2aae2,54790026,Sapphire,1,1
patron,67599086,80352056,1a280b40-9859-3a34-b34a-816c5c74e0cf,67599086,Sapphire,1,1
patron,72537129,33462946,1a2d95f1-14f1-3c77-b2aa-b908d9861ca7,72537140,Sapphire,1,6
patron,69935210,32310918,1b2a7bf0-ebeb-3f43-bbbe-803472c434f1,69935210,Sapphire,1,1
patron,5579855,99219551,15840b61-34fe-34aa-aca8-d29a3b06a688,5579855,null,1,1
customers,00uhxuhs4miJqRCjQ1t7,109014336,158457e1-5bb2-3a17-9f2f-ca3c1165c65b,82244435,Sapphire,1,2
patron,75317003,21076664,1a32a65c-59ad-32a1-86b7-2c7eb0470849,75317003,Sapphire,1,1
betmgm,608991010,16445340,158f9839-9ea7-30a1-b373-fcf7a1c0c76a,90065916,Sapphire,1,3
patron,75143491,21303899,1dcb4f65-c760-3113-a146-5c13ea9e0790,75143491,Sapphire,1,2
patron,41660612,19431629,1cac13bb-8140-34b0-b216-d0b32a5d3edd,41660612,Sapphire,1,2
customers,00u7iazjcnirOLUm21t7,71416380,1cac809c-a08d-3afe-80f3-a43925621358,76237838,Sapphire,1,3
patron,95285719,141550852,1ddbc2ad-8db3-3f84-bea4-f670bc8a01cb,95285719,Sapphire,1,1
patron,47902657,26549662,1b5ebf89-99f8-3e06-8c27-9ab16ac75d1f,47902657,Sapphire,1,2
patron,5567274,20298765,1de24418-4e9c-3c13-87c5-7ed0001a72ba,5567274,null,1,1
patron,90078435,22198524,1a48a195-7aaf-33f6-b822-62b242354faf,90078435,Sapphire,1,1
patron,68914187,70784374,1f2faab0-47ae-3cf9-a137-8ccf9cf1e0e0,68914187,Sapphire,1,1
patron,64067421,69021442,1592321a-c10f-307b-94b7-38fb66caf999,64067421,Sapphire,1,1
patron,67306349,124414514,1a56e760-7e17-39ee-a870-8bb7e66eb8e2,67306349,Sapphire,1,1
patron,57835715,99360999,1cfc79bb-ddf8-34a8-96ef-00be0cffec34,57835715,Sapphire,1,1
customers,00u79a5z580WME7Hg1t5,46790269,1b3cc80f-45a0-3cfe-9e23-b0638225f4c6,44569685,Sapphire,1,3
patron,57655602,82240908,1f347cbb-d01a-3b2b-b91b-51cfd5406105,57655602,Sapphire,1,1
customers,00uex7a5v04mRfRnC1t7,89010732,1f37444b-d42d-32df-b1e9-2a8708d2ffd0,76064269,Sapphire,1,3
customers,00ueimdl3lL2IsQ5m1t7,87952853,1b44057f-fa8d-3d36-a3bc-bc31794d7843,72907106,Sapphire,1,3
patron,63148323,43279084,1cfcc3b3-da3a-30d0-bbb9-8dda5c91df3e,63148323,Sapphire,1,3
patron,95276453,141614155,1b4b62e1-8cdd-3bd8-b6d1-c78f19c4354b,95276453,Sapphire,1,2
tcolv_patron,1993305,69657347,1594eb47-8c27-3385-a3c1-af1bfb9f8583,69864691,Sapphire,1,3
tcolv_lms,442004460524,115435102,1f96e574-eb24-3b4b-9600-6798f4311b67,43142282,null,1,5
patron,45040626,22523150,1d048a21-3e87-3ba5-9a76-56aab095fef8,45040626,null,1,1
patron,43766136,44532503,1cbb13f0-1c51-363c-a55e-84939791f739,43766136,null,1,3
customers,00ud46l9pqOJ28dti1t7,76666184,1de68399-10d1-3fc8-b667-948cde9bae84,80102505,Sapphire,1,5
customers,00us5yszmgnjkqZNQ1t7,167843961,1de6b886-1c8e-3c56-bfcd-ec0f04954f7d,74071445,Pearl,1,3
patron,2873854,5964637,1dec2557-d423-3789-be21-e3fc476c117d,2873854,null,1,1
patron,46328439,46808166,1df07281-2658-332e-923a-350340c2d670,32257655,Sapphire,1,5
patron,64287264,115147807,1d1a9cba-c9f6-3f3e-9b7b-d547fb846529,64287264,Sapphire,1,1
patron,6064083,44614427,1d1efadf-95c8-3c1b-a7e9-0bb828398ca0,12857474,null,1,3
tcolv_lms,408991080806,34023942,1d21e077-7046-3865-8b46-28b550f90fb4,74591596,Sapphire,1,13
patron,79405039,76394907,1cc00fb0-a1a8-3dbe-8643-a43597782f53,79405039,Sapphire,1,2
patron,45387735,38906189,1df63c0e-4575-3294-85cc-3a8d1766f7a9,45387735,Sapphire,1,1
patron,74709659,62064975,1d23d4e8-f2f3-3edd-b9d3-240a6845bab7,74709659,Sapphire,1,1
patron,54101665,67623576,1cce861f-76ef-36e7-958e-039065bdcf1c,54101665,Sapphire,1,5
opera,778745875,116369551,1280f513-b37b-3615-8eb4-ebdf05c60bfc,66742263,Sapphire,1,3
patron,54262399,87069046,1d5a8e9c-39cc-3930-b747-eb7ef73271ca,54262399,Sapphire,1,1
patron,78511925,12025025,1e0379aa-6cfb-3991-b8cc-6cc879800f3c,78511925,Sapphire,1,3
patron,6116748,23650400,12868a04-e2ec-377b-a896-56d22cfd06b5,6116748,Sapphire,1,1
patron,54534332,47981069,19eca74c-7473-393d-89cb-593cf9dc34f6,54534332,Sapphire,1,1
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlcicLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBiAgOzUn6TxCww,40298699,19ecfab9-e5f2-319f-b24c-c87f258bec49,89328830,Sapphire,1,2
tcolv_lms,406502660928,168553838,05f830ed-6a23-3628-8907-3b31dc730728,58157120,Sapphire,1,8
opera,741756144,90833412,20756eca-57d4-3360-947e-3b2674c93601,68474940,Sapphire,1,3
betmgm,598383755,165094165,2080a3c1-9b7a-3528-b84b-102a6c13db58,99559550,Sapphire,1,2
patron,51830035,5296932,19fb0106-160f-391f-8e2f-e7e420b3676e,51830035,Sapphire,1,3
archtics,26854291,151628012,1ce481e4-e944-3353-84cd-eb09bab6f552,97928742,Sapphire,1,5
patron,96619305,146915725,1d5c64dd-4e62-35dc-ad1e-c5c7e4cd2c91,96619305,Sapphire,1,1
customers,00uk03djoqTyGtLQN1t7,143706168,1d669b72-faf1-378d-bd60-ad226d0e4fa3,95741821,Sapphire,1,2
patron,19655236,10648718,1d6ec8ef-9090-3e32-9c1b-31fc0e5c1885,19655236,Sapphire,1,1
patron,53369679,38130229,1d764b57-5c80-3c88-820c-31ea3f38c28a,53369679,Sapphire,1,1
patron,76035788,112267031,1cf3108a-f5a8-4802-ba68-d7ac9cdb12b0,76035788,Sapphire,1,2
patron,7079482,63684589,1f3a6ddd-7b98-363a-958a-6743243ecf89,7079482,null,1,1
patron,68633539,80682872,1d7df90f-8a5d-398c-8d50-9cc8577c0624,68633539,Sapphire,1,1
patron,13420554,78448693,1d8251c5-ba75-3181-83f5-ce5f208ba62d,84753607,Sapphire,1,3
betmgm,581515690,150842319,1cf467fa-3c02-367e-bc1d-b8c8b68ef5b0,97693028,Sapphire,1,2
betmgm,556226144,136105535,1cf84d3a-0ace-32f5-b7f5-28b66c33bcce,93515958,Sapphire,1,2
patron,80103019,130381018,1cf8fdfc-3699-34a8-b7a4-1e2b5ccf4f71,80103019,Sapphire,1,1
patron,50418170,153040939,1cf9e58c-cc72-3e01-aca9-337ff3ee32f5,50418170,Sapphire,1,1
patron,3272654,1172462,1cfa85da-f5e0-3537-9335-483b921e3e56,3272654,null,1,2
customers,00um42q9rnL6MB4v91t7,120231491,1cfd1d54-a051-3639-8c5f-495bbf56d985,68522992,Sapphire,1,5
patron,80545738,132703764,1a59f449-ff5a-396c-81af-a48046ce79f0,80545738,Sapphire,1,2
patron,98107034,152280413,18c88d43-e1bc-34af-a5ed-a05e117a03d7,98107034,Sapphire,1,1
patron,84170043,115347810,1a5e2708-50d4-36bc-b806-4f0dc74a5b15,84170043,Sapphire,1,2
patron,79697543,128236458,18c9881b-8c8a-3977-82f6-705ba8423a46,79697543,Sapphire,1,3
archtics,6474813,1918575,1a622536-1a88-379c-9235-f1330e0b9670,80588384,Sapphire,1,5
patron,98701468,154600359,1d363813-8d58-394e-93c0-c1a73289bc4b,98701468,Sapphire,1,1
patron,93517619,136290983,208551b5-90c6-30f5-bc04-0b724a2d0962,93517619,Sapphire,1,1
patron,77672335,56198906,18d51c12-9be8-377d-85bc-ea1e0b9351a5,77672335,Sapphire,1,2
patron,60165003,78238919,1f48c814-e219-36d7-abde-7293a2afd1df,60165003,Sapphire,1,1
patron,5154618,32618497,2086e3fa-045f-33c0-83e7-1dd64b5466ac,5154618,null,1,1
patron,73007020,125980470,1f4c56be-6c18-3e81-b5b0-32d1bb2fc89e,73007020,Sapphire,1,1
patron,30106321,65711324,1f4f5149-8ad9-38c3-9ab3-bb7abe2f1537,30106321,null,1,1
opera,787565539,33778157,04f26fe4-54d5-3b22-bd1f-1771028b0ce2,1881045,Sapphire,1,6
patron,73066391,14611101,1d3b83a7-a79a-3f35-a188-9104f815666e,73066391,Sapphire,1,1
patron,1233555,33559635,1d40e0c2-f164-3d79-bdf1-bde342f6168b,1233555,null,1,1
patron,74143969,22336680,208910b6-8325-35de-aec4-b8253b12cbde,74143969,Sapphire,1,1
patron,89700629,80106021,208fb494-67e8-3c33-ad52-5be496e415db,89700629,Sapphire,1,2
patron,3256523,62082974,20926697-d96d-34fb-a801-552ee8405ed4,68081883,Sapphire,1,5
opera,233155316,63069237,056d815f-18c9-3783-bae5-c75d6c573381,50474969,Sapphire,1,3
patron,69192893,28400742,2098c483-2769-333b-8eb9-aefc8a44fe3d,20805941,Sapphire,1,8
opera,5226350,117308831,056d6743-56b6-3e24-ac8f-b2aecc6907de,41282669,null,1,3
patron,31159364,21250999,209ba5a8-700b-3517-ad9f-93afe1d234db,31159364,Sapphire,1,1
patron,58714412,114520570,0566e55a-3186-30a2-a395-80474439b0b2,58714412,Sapphire,1,2
patron,78737869,125637188,1f553efe-0784-39aa-a3bd-6db2024d209c,78737869,Sapphire,1,3
patron,94976829,140300725,1d519790-6d0f-3d0b-a993-f83abb277e06,94976829,Sapphire,1,1
opera,774971690,13186016,209fcc3e-e936-30b1-af11-142bd1e58671,56327326,Sapphire,1,6
patron,46463844,15403399,1d078ced-d44b-35af-bc7a-e4a90f459149,46463844,null,1,1
patron,81048609,23450371,1d599080-18e0-3bfd-89b3-6747691214dc,81048609,Sapphire,1,1
patron,67134479,112786979,12983d25-f398-30eb-8839-9779093e343e,67134479,Sapphire,1,1
patron,53195330,80537221,1298ac69-af4b-3198-bdd0-6d2398ae4e31,53195330,Sapphire,1,1
patron,56172316,14191920,1f5552ff-1d44-3923-95bf-c8a3d2b7d403,56172316,Sapphire,1,1
patron,2690478,94481633,1a2cb3c3-d128-3e40-b960-bbda27457fb8,2690478,null,1,1
patron,97571591,149612469,20a7028d-6eb2-3266-9dee-c5412457c0f7,97571591,Sapphire,1,1
opera,801871418,75969567,1e17b7b3-8434-3a26-9ba1-dd2cadcbd62c,96024461,Sapphire,1,7
patron,71550498,105160172,18e81c01-e84d-38ba-bc2e-a77186709b79,71550498,Sapphire,1,1
patron,49160870,14021900,18e94fba-1e95-3395-a172-8e715c823928,49160870,null,1,2
patron,48779431,69767035,1a31fc20-a7a9-3e7b-aca2-a4661e6b795f,48779431,Sapphire,1,1
patron,8498925,40420683,1a32ddef-5e91-3b0a-9fe6-77019dda1ee3,7585154,null,1,2
patron,54302030,62120779,1d8571de-f9fc-393a-9ba0-3d46b9acffc4,54302030,Sapphire,1,1
patron,83092738,2685767,1d85883b-b90f-3555-be55-8e305a30448e,83092738,Sapphire,1,1
patron,58636279,97877203,1e21f247-4b3f-309f-852f-9f5176a265a1,58636279,Sapphire,1,1
patron,77970407,97545689,1a3bf5b0-d2e1-3fb9-9643-a52e21079d91,77970407,Sapphire,1,1
patron,52567180,109416972,1e226383-a0a2-38e6-b6e9-9797b79c5282,52567180,Sapphire,1,1
patron,2812057,97023505,1a718fd2-0f99-3932-8d2f-b5ed968d4419,2812057,null,1,1
patron,82253277,89564917,1a730105-0a0b-324d-b312-1347800a4414,82253277,Sapphire,1,2
patron,61537842,64260487,1d8a5906-55e5-3da7-9ff1-1846ffb6eb45,61537842,Sapphire,1,1
patron,51112186,106457832,1e237fbf-f0b2-369c-8cc5-fb8778994f7e,51112186,Sapphire,1,1
patron,63910980,34229677,1e32283a-10ce-338f-9c3f-531742890c43,63910980,Sapphire,1,1
patron,34895432,37963257,1d9aa075-12f8-35e7-896b-68f4e06998e0,34895432,null,1,2
patron,95566957,142722465,1f6c0db4-e45d-39e9-a529-04a327f3ef74,95566957,Sapphire,1,1
patron,72921596,126806247,06225ff6-c7e2-317d-ac43-0873c2c6f370,72921596,Sapphire,1,3
patron,7684654,77813507,1b6b4f2e-5f55-3acf-8485-e68af79e6c13,7684654,Sapphire,1,5
opera,418815967,118455973,1d12a282-1d8d-3bbe-8238-0c9521ea2b89,50072520,Sapphire,1,5
patron,64362740,88757058,1da89799-ecc7-3eb7-94a9-50508cf2274e,64362740,Sapphire,1,5
patron,66377325,122419253,1f78645f-15a0-3927-89f6-636640a6b1b8,66377325,Sapphire,1,1
archtics,13257613,112863388,1d16f9ae-7b82-3884-a517-076998a09948,62956828,Sapphire,1,19
opera,852001632,42627844,1f7bb6d6-dfad-3aaa-acbf-6ef0bcaaf855,63252596,Sapphire,1,5
patron,46782296,45125736,1a47f99d-e7aa-35dd-bff2-76fd132f5477,47210758,Sapphire,1,7
patron,62100871,73450844,1e394f02-0320-367e-a75c-48c4d06dc7c6,62100871,Sapphire,1,2
opera,470969659,114390580,1b773237-acd3-3ecf-9f0e-7a4be4065c1b,61028799,Sapphire,1,4
patron,81665011,104842835,1b78beb0-ba4e-3292-bb92-67acf5340775,81665011,Sapphire,1,1
patron,81180763,63947151,0d23d84d-02aa-3070-8e20-7a286415f10b,81180763,Sapphire,1,1
patron,51639669,169105213,1b8249c1-2589-3151-8b24-db7930f1722c,51639669,Sapphire,1,2
opera,781985252,133122976,1e61b464-d42f-3774-89ae-1758c749ee9f,41705537,Platinum,1,10
patron,55418086,3560221,1e6202ef-9622-37bb-9af3-830acbc73212,55418086,Sapphire,1,1
patron,4565286,106062787,145bbd56-4656-343a-b069-b91b259806ef,4565286,null,1,1
patron,96856960,147566578,1a7a68ae-c6ab-34cd-83a8-4f03592c1e13,96856960,Sapphire,1,2
patron,81781236,25427011,1a814563-f735-3e3a-866c-200264f2692d,81781236,Sapphire,1,1
customers,00uml9zn25lUMMgXd1t7,142355395,0c978ed1-d45a-37b6-abc4-3e6fb1ab87d5,97460529,Sapphire,1,4
patron,84272080,116564582,0c989d60-25af-3c4f-a4b7-b95339d54033,84272080,Sapphire,1,1
patron,29700496,30414428,1b8953af-9134-3180-9355-5efa233b8956,29700496,null,1,1
patron,48332110,17065185,1b8ee8ec-6d9c-35c1-829c-1b5d9161cc05,48332110,null,1,1
patron,67904063,45611444,1b8f73ec-47a1-3742-81cb-69ab1b918b93,67904063,Sapphire,1,1
patron,75061623,126254354,145bc678-4cb9-3d2a-83ec-f8c9440ef153,75061623,Sapphire,1,2
patron,33445945,106993136,14673125-0b7f-3952-a8ce-2a017f56b97d,33445945,null,1,1
patron,97012279,147980763,12aa7c7c-33c3-3302-86fb-3452f61a317a,97012279,Sapphire,1,1
patron,93099655,135785247,177400f4-8b24-3a2d-9de4-3c771f5726ac,93099655,Sapphire,1,1
opera,891013423,87521411,12ad4e37-c310-34b7-a03b-73941c8bcee4,94629605,Sapphire,1,6
betmgm,561737630,140635627,1b94130d-c6ce-3873-8a09-2596240979d5,95031138,Sapphire,1,2
customers,00uhqqknzs8od7SjZ1t7,44909326,1b957c8b-5383-3f4c-a114-10b14a36d1e4,93766076,Platinum,1,12
patron,84473401,110979658,1d5c836e-30c4-377f-88de-15dcde684a99,84473401,Sapphire,1,1
archtics,24933798,82676974,1d5cb67a-0132-3256-9df8-e75ba0c21384,98991419,Sapphire,1,6
patron,96822707,147480582,1a849207-9a59-354c-a58e-9cb45476aadb,96822707,Sapphire,1,1
customers,00ubc062xrshUUfXj1t7,29671792,18eccba7-c206-3d67-acc3-e1282d6382da,68405271,Sapphire,1,8
patron,89578495,104484547,21d49a8c-e911-3153-a3c2-8e5b0de4bfe9,89578495,Sapphire,1,1
betmgm,581212669,149807908,178d464a-58d7-3195-a5de-ed4da52da8a9,97628380,Sapphire,1,2
patron,74075662,14639902,1b9d9d04-69a1-3e86-9069-ba02750c988c,74075662,Sapphire,1,1
patron,93747326,136167939,1d66d177-eae5-3023-aa1e-7dcf347400ed,93747326,Sapphire,1,4
patron,76806042,74043988,0d62999b-41ce-398b-a21d-189acc0b60f1,76806042,Sapphire,1,2
patron,63426608,75514194,0d633e4e-a496-309c-8445-dba05b487526,63426608,Sapphire,1,1
patron,74670682,31924966,1d6daecf-dea8-3c0b-9b86-9a9d18fbf097,74668586,Sapphire,1,4
patron,4397908,47428155,0d6c8316-8ffd-3042-a915-efe4dd79a99d,89317015,Sapphire,1,4
patron,56950008,77354536,1d6e1dbc-8650-398c-91e0-f69fc6564b55,56950008,Sapphire,1,1
patron,98732034,154676243,0d72b1a5-fd82-347b-8147-4b5df07b8da2,98732034,Sapphire,1,1
patron,3591229,93752334,1bac08f0-da01-3bbd-aedb-c17c0b16062d,3591229,Sapphire,1,1
patron,65847186,46272352,1a8ba6aa-b155-3df7-96c8-2f622802f043,65847186,Sapphire,1,1
tcolv_patron,2410758,17257202,174f49d5-4ca2-390d-b9d0-eeed0dfb1295,75761365,Sapphire,1,4
patron,76217399,68508728,1bacf62b-a744-3b90-9912-9a90461333a7,76217399,Sapphire,1,1
patron,90103169,89943347,1a8bd754-9ea8-304a-af10-c5b1e510e4fe,90103169,Sapphire,1,1
patron,100505013,167590687,11e7975a-851c-34e9-b982-038d8d8fa6b5,100505013,Sapphire,1,1
customers,00uk1gmxak0sAR8zC1t7,30532219,057d299d-9173-3a02-ae53-f9dd7b01cc54,74676297,Pearl,1,9
patron,56082829,120727991,0d7a7b78-4fa1-341c-a907-c24f43c5d67e,56082829,Sapphire,1,1
patron,100055226,166485578,1fba2f09-71c0-3f39-9376-8d68400899c1,100055226,Sapphire,1,2
patron,50534374,9976115,11eb9ee0-553d-3bdb-b275-8b081ea43659,51946265,Sapphire,1,3
opera,799543461,51130259,12dcf89a-b8a5-3782-b2fb-3afdbca810bd,74519528,Sapphire,1,2
patron,74686490,117081180,1baeab42-1ada-3aa4-b443-aca3e8a86688,74686490,Sapphire,1,1
opera,641627580,13534638,1d77803c-2667-33a8-bdc8-0adcc1c2ca33,48486507,Sapphire,1,10
patron,93290828,136002475,18fc9d0c-6423-35e2-8f4e-8167d4767dba,93290828,Sapphire,1,1
patron,18308112,79088959,0cfc196f-97d9-33d6-b922-637506653901,18308112,null,1,1
patron,76747518,89479280,12072e7d-32db-3d37-96a3-a6585b5bd170,76747518,Sapphire,1,1
opera,737428422,81649197,1aadfdd7-af21-3deb-8e52-e78840db0493,98564500,Sapphire,1,5
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlcicLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBiAgPig_eaaCgw,169084626,1ab0b081-0897-34ec-844f-a3cdfe91fc63,59117357,Sapphire,1,19
