guestId,amperityId,expects,mLifeId,mgmRewardsTierCurrent,numberOfAccounts
16124737,97841ff5-d48b-3fa7-8694-7ac5c98f7b19,1,72949005,Sapphire,1
132107834,156dbcb2-63d3-3f98-ba07-1f45eb9b99c5,1,80458095,Sapphire,2
132116872,6f13e2eb-8576-4f83-ba91-a4f3957fdb5d,1,8369482,Sapphire,1
16167518,c62455a3-d5b8-3c2e-84c8-c1cfb9f2df1d,1,63087546,Sapphire,1
2475090,1b1dfb78-2c98-31ac-bedc-5e44a6c65820,1,67672777,Sapphire,2
16179914,ba8259dd-574d-3253-a5e8-af152c6dbfef,1,50732128,Sapphire,1
140176678,182cdc7d-8120-32c6-a90d-8c2a5c749a13,1,94986743,Sapphire,1
140191779,bdf15e35-49fc-37b3-97e6-36d08bff546e,1,95011014,Sapphire,1
12803331,a84c29b8-cfa2-3289-8ca9-a80a2c3f6ba1,1,46393318,null,1
11528206,d05eeea4-1759-3229-b7b8-95bab9ac0cb3,1,90641809,Sapphire,1
140201088,4f64c507-26a7-3061-8c55-52c85fc5ad43,1,80986293,Sapphire,4
12819588,951781cb-de51-38f3-9ff3-76a640937fb9,1,61018380,Sapphire,2
13233512,92c498a7-aa8f-364b-9c78-d3358ae53a8a,1,66686184,Sapphire,3
11578942,15c62a7e-cca2-3b09-973b-4668b8492c23,1,68190986,Sapphire,4
14208780,5dace1fb-1147-3802-a1d3-ba3e76e73ced,1,54681262,Sapphire,1
14209030,dd0f3da3-130e-3b41-be4b-a0d527254c9f,1,61502883,Sapphire,8
13320197,64c217ae-a1be-3c48-bc0e-a9ab2019a711,1,66305343,Sapphire,1
14312856,2f7148f7-b7ca-394c-a1e9-1b9faa1e3ba0,1,74386937,Sapphire,4
12406225,00efab39-4620-3053-9bb0-d34265c1778c,1,46343146,Sapphire,1
12409587,4afe9624-a6cf-3ca0-870a-091bf5ed54ff,1,56638954,Sapphire,1
16269065,32f5554a-0ef6-3983-badd-1c687b8b4e07,1,71861288,Sapphire,7
16287734,c0f4f570-ec5e-309e-a929-adcbad7ed48a,1,53612685,Sapphire,2
12434737,10a34044-0499-335b-92f6-909b8894d144,1,7138635,null,1
11599147,b13803b8-1626-3a14-95f3-c2a3dc1c4561,1,52707692,Sapphire,1
11606687,192bd25d-b352-3a94-9b56-4f7de5a99edf,1,2957076,null,1
12461079,d1a150b6-6a8c-3868-99aa-c9739bdb267e,1,69343708,Sapphire,3
14276405,c9b671fe-a2e5-38a4-be73-0295c4bed067,1,43309315,null,2
14288201,cccaf0ab-4f19-399f-b38a-5b4444675a2a,1,30569232,null,1
12560807,d07dc297-a8a3-3e14-b148-bc4b0cb60ea1,1,94531946,Sapphire,7
14348406,47b7ff00-9db8-3577-b037-e8e108a50e11,1,67564890,Sapphire,3
14356939,6c85e243-1878-3a32-9801-65e858ffb5a0,1,83622514,Sapphire,1
14365549,2cbc0f60-eb72-31f5-8af1-ce3c6823a373,1,74021205,Sapphire,1
13263914,0c9fe9bc-a03a-3707-885d-948a6e191503,1,3551861,null,1
12568579,e395fc9c-5d02-3385-a501-8e3fc8a88a9e,1,61821404,Sapphire,1
12580814,2a0428cd-5c4f-3e58-a768-75171d244b4e,1,94452046,Sapphire,3
14342028,e8bfd634-f1e1-39f0-a1e1-d1b6345b7cf2,1,79659237,Sapphire,6
16439618,077ed131-e9ed-3787-a3bb-3455fcc27503,1,90272973,Sapphire,1
108597952,db7add96-f303-3f39-a920-4737d26c2dc3,1,82263645,Sapphire,1
12326055,b392dbd4-496d-3e22-b36c-d0b4d0e63016,1,17923018,Sapphire,3
12607238,a72396da-5542-37ff-83fc-05ef230556d8,1,69543745,Sapphire,4
122622924,f1f48ac7-226d-3d85-ab3b-7bc1d406964f,1,66185322,Sapphire,1
12635332,28bfc388-56db-31db-80e8-67c0dae948f2,1,75153337,Sapphire,5
12640579,ca09387f-d963-32d2-aa9c-85cb5a6f94e2,1,65467046,Sapphire,3
11665559,8a5ba26e-41f5-3b44-a2d1-d063c8d01deb,1,74698233,Sapphire,2
11681938,851236c9-88c6-35a6-b8a4-7bcb902c892c,1,76001765,Sapphire,2
11709522,f2b93495-78e7-31f2-9b71-2f520cb3502c,1,68232386,Sapphire,2
122639814,0937bada-91b5-316c-a925-a8129fa9890d,1,72337132,Sapphire,4
12680236,1ae48880-f723-32d6-9ec6-474c2756a56a,1,78970683,Sapphire,1
125700996,afe515a8-bef2-396f-8c47-f1bba6211be8,1,77725725,Sapphire,5
12874920,369db10d-6207-3d19-9941-2d3ec8d7dc71,1,29868282,null,1
12886231,307cba9d-374a-3a4b-a9cb-03cd0c31ad6c,1,70039129,Sapphire,1
11770324,2686d328-abf2-3006-af9d-5a4864f44069,1,42994197,null,2
2983558,731f15df-ce13-33a8-a49a-90c9cc9aa7d2,1,45680178,null,1
11820520,f36549fd-8f9c-35a2-8239-f6216860c2eb,1,73882981,Sapphire,1
11253440,2f56cee4-64df-316c-8ab0-85d81d2fabbe,1,84701278,Sapphire,2
136323494,c6f6408b-012b-36e3-b9b8-3a2ea8032127,1,93645747,Sapphire,1
12375806,d7426440-6023-3fe3-92c5-7b80e3b8f57c,1,7629965,null,2
12378040,7d3b0492-cb24-3a95-b840-5b66cc68e3a2,1,77232390,Sapphire,6
12384564,915c93c9-8f11-3919-b534-cf2692569664,1,47472469,null,3
13354406,c008990f-df7d-3068-bf54-bb2359ea1552,1,49148034,Sapphire,4
13415940,25d742ce-56c8-3b15-b1b0-136d12aad976,1,53656025,Sapphire,1
125742273,5ff1703d-2854-3a5c-90bb-6ab15029dee1,1,84119015,Sapphire,2
13431553,e29477f8-20a7-3872-a055-86a1abb0d7c2,1,67249649,Sapphire,2
12974050,4769fbda-9f17-3985-81c8-1d4ced45de34,1,53753028,Sapphire,1
122731958,2ffcfaa8-8ab4-3d35-a6e6-790b64d66b1d,1,47031404,null,3
13032191,93ebe420-7408-3664-8c2e-11fabe629cb2,1,74886973,Sapphire,2
12397314,3f071e80-c018-3e2c-b9f2-f7f4c3a343f1,1,43049087,Sapphire,1
12398406,34fc8ea1-b477-3c8b-a6ca-d2b002dc6d01,1,99295878,Sapphire,4
3212169,58455cb3-f0c6-349c-a641-75625996a763,1,74494940,Sapphire,5
13283337,80bbc7af-7370-3331-a0b8-c36367599ca0,1,57494635,Sapphire,1
13310979,88d3df3e-6dd4-3a15-99f2-08978aa20661,1,82206640,Sapphire,10
12412142,1c0ccc61-d26c-3897-ae34-991110573696,1,90307505,Sapphire,1
128387605,974c384f-b9bd-3ae0-b3bc-f520d809224b,1,79711065,Sapphire,2
13618998,c9a25cb3-35ad-330f-ab13-1b9c7a49935c,1,68189755,Sapphire,2
128432576,7d07e867-221a-3fa9-85f0-ab03d0099539,1,79742536,Sapphire,4
13660952,e2db7021-0276-317f-849e-8d1e52503e0c,1,65446515,Sapphire,2
125768925,b8a3c6db-f6f6-3ad0-bdf9-29a51261e88d,1,71450835,Sapphire,1
2423644,7b5a4137-7353-3a30-ac75-33e7bdac6277,1,60697283,Sapphire,1
12458307,fd2778be-387b-3b1e-9765-af29b19e2c43,1,77226213,Sapphire,4
3019814,121f099b-cd4e-3d9b-b316-e54a7276c08d,1,83903235,Sapphire,6
11376432,fc3f5913-836c-3b05-8b48-107b13be5e68,1,74838200,Sapphire,2
3039493,7ba8184e-ad58-34c9-ad66-8fe2e9024f1c,1,83059030,Sapphire,1
125223051,fc7fe17f-75aa-325b-af35-39f9a9d24473,1,51807461,Sapphire,1
11384988,b78fc591-03c2-3db5-a558-53ca6f715176,1,72304455,Sapphire,8
125223818,8bb0f87b-6800-3180-bc84-c07d1a8bcfe4,1,58199777,Sapphire,1
125249708,a465ac6c-4067-3727-8170-d0793786ad8c,1,42980166,null,4
125255792,23f3c7d9-a69c-3d54-941b-0ec4f78983fd,1,59573678,Sapphire,1
136341016,93ecf1c7-c5be-3306-aee2-ddf7499f9a74,1,93705253,Sapphire,1
14480322,8010ef8a-19be-3d14-9705-122977e67e15,1,52076369,Sapphire,2
120376813,f0d4d90f-7cd5-32a3-bd2a-ac9b81809aea,1,47183979,Sapphire,4
120380479,f7cc1db2-8ad4-3d59-8f7a-450acd11423d,1,33628664,null,1
11394717,7f2e0c74-43f9-309b-aa80-1b259bc23b87,1,61954218,Sapphire,4
11418410,920e9328-fc1c-3ce1-a6c2-4476384ac504,1,50883163,Sapphire,1
13095365,01591539-5c52-3f03-bb1a-c7edf07ed5d3,1,73161353,Sapphire,5
128498263,e056350c-2d49-3400-9e10-75930e7d2b48,1,79771582,Sapphire,2
128705366,592c9960-d343-3273-bcca-88d7380cb421,1,79787770,Sapphire,2
129260680,1b816ae1-0883-346c-997a-b14987a0f121,1,79930044,Sapphire,1
13165482,36a49891-45a7-35f0-9d53-b61028c7ca4e,1,59924639,Sapphire,4
128516303,c4665fb6-6195-33d3-b8f8-5a9cd68883ee,1,79736032,Sapphire,2
14274446,cad5bb01-94bd-3ae8-8bdc-c7db1bc3d5b2,1,63728825,Sapphire,3
138712326,b0f50b35-244f-3f66-aa1b-4be4b665f5d4,1,95059983,Sapphire,7
125834986,708936f2-001a-3456-b370-eca79c93c93d,1,50509463,Sapphire,1
3060195,3bf885b0-0b40-3c11-99b8-4eb258d8c52e,1,50775344,Sapphire,12
103677658,34c39ef2-05b1-30f4-9dfc-9898e681f65b,1,58439428,Sapphire,1
128830495,5e2c2481-bf24-3279-a92b-f2784c8c6480,1,79813692,Sapphire,1
14570816,218fb612-c9a1-3a08-93b0-3e27a67c5e3e,1,56325761,Sapphire,1
14578228,2c4eb9a8-d708-3288-8c7a-b9eb6d369d78,1,67196426,Sapphire,2
13674381,676242e1-f244-3b45-80cd-306c75b3a43c,1,51614065,Sapphire,11
87548689,387ee1ab-3c04-3f42-9823-f515a965172f,1,74141933,Sapphire,1
11291234,4ddc96f5-e02c-3ae0-b47d-d72fba4a78a5,1,96651228,Sapphire,5
122952286,7b378480-a46e-3ffa-9d7f-988c6b816f47,1,68815594,Sapphire,3
127289170,27b474d0-9d18-35ad-ba0a-e48d4cdf86cc,1,67509957,Sapphire,1
11314698,b78ad790-4779-3ee8-bcdb-4a6995fe0d51,1,74604030,Sapphire,1
127342252,a19c83b6-5d2a-3862-b28a-0f4d342fa837,1,55759049,Sapphire,1
127373351,cced3938-1f05-3f5d-b6fe-ce51ff4e1546,1,34344114,null,3
16618489,6e4956dd-c18b-34f7-9c0e-8c1abdfc2252,1,42012413,null,2
16625528,4182ce51-ab54-3d6a-acd5-b423538c61be,1,72695054,Sapphire,3
14953072,13444c20-d191-3564-81dd-1fa69bb77e00,1,76939347,Sapphire,4
16633739,7ba2dd55-91e1-378f-a0c8-80ce4448d96a,1,10906143,null,3
16643224,2694d71f-f41f-3ef8-95ff-036958cc2a21,1,90451071,Sapphire,1
2469382,a1620212-af94-34ad-a859-2316ebe9f1c3,1,52379027,Sapphire,1
120526351,130cb3d5-552d-35d7-819e-9d5d270792eb,1,76183348,Sapphire,1
129005672,555c20fa-56db-352b-bc71-ceb2985d137d,1,79863691,Sapphire,1
120574005,ce23659b-7f1a-3f54-aad8-7860062b72a0,1,30627491,Sapphire,1
4428021,206b563c-4ea8-3909-9335-997062df0446,1,49620280,Sapphire,1
127440369,3a7f598a-8c0e-3b6b-bf0c-bc06fd9e8a9a,1,99613403,Sapphire,4
14354174,08966cf5-4a2f-3d68-b2d7-9142bc2b49f9,1,59649442,Sapphire,2
16712029,fbac1773-81e8-3884-a966-a8df717efdcf,1,68722339,Sapphire,1
16732437,2f6f424a-2488-36a4-b481-5d59a6d61de6,1,33712711,null,1
120615655,e210f764-d553-3b51-8a9b-5ff9999d6f91,1,79069042,Sapphire,1
120624248,3f6ca8f4-c3c9-3bc3-a8e6-649ebeeb2e7f,1,84068080,Sapphire,1
14975311,de2b21ef-1e1f-396b-9f9a-69dc113fb984,1,78248825,Sapphire,1
120626166,76927550-cd17-3dc3-aa9e-1a0aa92751f5,1,77862962,Sapphire,3
129094843,4c9fba13-2c3b-37f8-af9a-2921407b173d,1,79887009,Sapphire,2
113853905,e70db561-c286-3788-82fd-15b70e6b6bdf,1,68807813,Sapphire,1
16749318,1f2d31df-0581-3ea7-8309-0c99756c154f,1,3347253,Sapphire,7
113911685,56b361b6-5dd7-3e58-a737-0ddd1448e840,1,11012719,null,2
16824666,15929f0f-559d-3b45-bba7-f979fd7bdfb9,1,66219425,Sapphire,1
11344419,2a578316-bd18-39df-bda4-903fb0d93875,1,90149726,Sapphire,2
132207590,380995ea-5cde-377d-997d-d81d8c9e2b57,1,94314035,Sapphire,7
132214910,a084316d-1509-3886-b383-c322ae8baec3,1,2106901,Sapphire,12
113961770,774ea2cf-6aa8-384a-9782-4ed33074990e,1,46954288,null,1
11356711,1cbc8a6d-a8cf-3551-a7d3-9aef8e46f80a,1,79401873,Sapphire,1
112127084,4a500a68-031b-341f-972c-51f74876de2a,1,51646035,Sapphire,1
112114738,6e538bbb-b3e9-3a1c-914d-9c1a4e6da894,1,1011846,null,1
13573016,69d23e01-07a9-3fa0-becc-d425e12d2f10,1,60359004,Sapphire,2
11384811,ee03567b-4031-328e-90bf-598f6919801a,1,84060031,Sapphire,5
112109467,4b4edeb0-498c-3f3b-b3ad-3873073bd63f,1,50263781,Sapphire,4
13623688,80590629-228e-339f-8725-ae940658c230,1,50717147,Sapphire,2
122991582,c0bac5fe-65a7-380e-9ead-1c03a9e5c6dc,1,65314024,Sapphire,1
122997350,bfa4f216-4a4a-3072-8071-c182c13bacd1,1,60515405,Sapphire,4
13641018,a718b1f6-1b5d-36c3-8410-073bd00ff79a,1,4308643,null,1
129650467,dc6bb21c-9905-3ecf-909b-01d958f146d9,1,79956327,Sapphire,1
16916202,130e3163-2ae9-3461-ab22-0b9fbc436dca,1,63543361,Sapphire,15
16949119,17e1e1a0-8cb5-3310-bc0f-cad4bf07e764,1,1846130,Sapphire,8
126757249,e349b492-fc31-3720-824a-93d19839c295,1,43322828,Sapphire,2
12969556,43d0f7fa-ee64-372d-a1ec-f478666a40b3,1,44953468,null,3
129796407,eb19e495-4e0d-3176-be4c-c4c12ca42174,1,80113290,Sapphire,2
123030256,289f9080-a3d8-3875-9cf3-b1a410173fb0,1,54288004,Sapphire,1
16991832,497708c5-15a2-390e-aafd-20db327baebc,1,85052872,Sapphire,5
136374552,952ae8f7-80ed-3449-8b81-9feef86b2e35,1,93566383,Sapphire,1
15015638,4ab2ea00-593e-3032-9c01-4f530f04e290,1,43858988,Sapphire,1
119325238,95da0079-29e1-30c0-a7ac-0e52e076afc4,1,71367334,Sapphire,1
112244870,4756899e-8705-38fe-ad74-02144d1ba193,1,78064603,Sapphire,1
128626189,99537f0d-a8e9-3704-9f31-c2f6cbb2372b,1,79793390,Sapphire,2
136393431,44c0b5dd-26c1-3ed4-bfd8-33e4eab866e6,1,93640285,Sapphire,1
11491922,b1fb552f-d08f-3948-9dae-9e8c83a16f1a,1,50778586,Sapphire,2
13706938,38c856c0-e0ed-375a-b2e3-75e731a8f1a9,1,65964128,Sapphire,1
11826675,b29512e1-1d37-31e1-990a-457661c008a7,1,58528897,Sapphire,1
13025983,07085a9f-05a1-3e36-95af-28c5a02191f0,1,45847194,null,2
13039331,beee2894-ce5f-3132-a1a2-a2acd38ac58c,1,78619173,Sapphire,2
113984821,5c740f6e-594f-3735-90de-41e4d3dc5f63,1,4023850,null,1
13698635,67b6bc82-633d-39ec-8837-7b8ced81811c,1,78255724,Sapphire,1
13707120,b71df862-bb00-3f30-8965-906023301522,1,70852411,Sapphire,2
129825291,eb20a5bb-d953-3c60-8785-54e2d20f6333,1,95059994,Sapphire,5
129836031,40168e49-01a3-3643-80e7-c327006b5743,1,80021227,Sapphire,1
11552256,e38e9f70-0fc7-369f-bd7b-03bf33f6942e,1,56255953,Sapphire,1
11328129,e389f852-99ca-3ba1-91fa-45690338e96b,1,74811778,Sapphire,5
11407440,5189a626-0ad4-386d-aeb2-fce2142fa50c,1,69110694,Sapphire,1
11603507,ab5962b8-a351-34e6-a6ba-9ec3a4a84b39,1,41603527,Sapphire,3
11619497,cb1457bb-1a65-3acf-b55a-4d9f4b20f8c3,1,3897061,null,1
11420941,7f5ce425-b791-3691-b87a-7912e52cff19,1,84944144,Sapphire,1
3111913,566a7a86-a7c3-36fc-bcf4-f382c45ab57c,1,64078692,Sapphire,1
12551383,21c296aa-f5d1-3f9e-a019-f31fcb9bbb10,1,69392640,Sapphire,4
136437905,de8dd327-4d82-3e2b-83db-ed073b19ce26,1,93510061,Sapphire,1
12560676,f689f940-8de1-3c7b-9790-ec0eaa3254a3,1,53219489,Sapphire,1
12598053,46d44b50-c828-3744-bd37-800ba984d10f,1,65925203,Sapphire,1
13750236,13f35a50-d890-388e-bade-34e409730e99,1,52731753,Sapphire,1
3158188,9ef84169-5c40-3595-9314-5e81100777f0,1,18341498,Sapphire,8
128785701,7522b38a-687d-3caf-b2ba-c6f8af75c0c5,1,79818522,Sapphire,3
13803377,0f8e5af0-849a-3acd-a418-0d85a04ae119,1,60727421,Sapphire,2
13815102,b5b82c11-2c3a-3b30-9d0a-3f63bcba8766,1,5446313,Sapphire,1
136464830,8bf26391-7ebb-33b6-924f-365b16eca65e,1,93773483,Sapphire,1
17078906,8c37a5a3-f285-3ff2-9358-349fdbd52886,1,66904397,Sapphire,1
11750571,9ea760f9-7006-3e93-a163-2cef722c45e8,1,57126969,Sapphire,1
125531211,55c26e4f-b680-3f75-ba28-fc80c864dae8,1,52556896,Sapphire,1
126975576,0206f524-e85d-3c44-b3c0-4aca9d634cb9,1,58677862,Sapphire,3
140276763,8678342c-ebf5-38e2-9d25-e7c239d32b40,1,94959915,Sapphire,3
140282380,d5ab4464-aed9-3897-bcde-9d1aea80a0e6,1,94988830,Sapphire,1
120640718,f86774c2-51ae-358c-acb9-0f25db97b593,1,76446268,Sapphire,1
140289651,d30b3462-733b-3836-a5ee-6963457f7f01,1,95177801,Sapphire,7
17099440,84d2e6b7-d143-3864-8f5b-7e540749d0cc,1,65987089,Sapphire,1
14731885,794a8b95-5e85-37c2-a3d5-8a7b2c752636,1,32711961,null,2
120671197,105f65c2-758a-374d-a442-d7f3d86c99cd,1,59728480,Sapphire,8
127219188,efe038de-4e00-32f7-937d-32f68550844d,1,61866873,Sapphire,1
120692797,0531cc3d-6bc0-3662-bd92-43ea54d26a08,1,62791292,Sapphire,2
120701258,3fcc524b-47c1-320f-a9d6-33bb27730793,1,99326038,Pearl,8
125550648,baf444df-f05b-360f-bbd0-cd76775a602b,1,49722372,Sapphire,2
120726997,9747c375-1cfc-38e9-972b-779db3d649f1,1,18313720,null,1
136523580,b14579d2-98bf-3331-9e8e-a7ae89706eac,1,93833041,Sapphire,2
136526042,0788ec13-cd82-37ae-824b-007e8e2a8406,1,93807492,Sapphire,1
136527292,f56ecd02-f941-33b4-ae52-1c13dda711c8,1,93921250,Sapphire,1
11519126,dc3b4b87-3a78-36a9-94a3-be1ad51bea68,1,50181988,Sapphire,2
17117970,3d26ab82-e53a-3da5-a3bf-6b3ae062caa5,1,62184218,Sapphire,1
11532978,f0d0766d-2a26-31ef-9a4a-5c0129c1849f,1,89670096,Sapphire,2
112438366,3254afd2-cc2a-357e-845b-eaa3edb6f201,1,75460042,Sapphire,4
125598136,c0d5a468-84c5-32a8-afac-3b0bb4a817ed,1,75785506,Sapphire,2
2747933,4393a28b-76d3-380b-bd9d-2f4b7666c402,1,79213460,Sapphire,2
2777523,b4b59257-8898-3e0a-b6e7-5916d2ab2b22,1,64074222,Sapphire,1
125298071,b216d2c4-b5a3-364d-9588-9500c8929261,1,81963418,Sapphire,10
17224732,3cfdbf4a-8846-388c-80c8-b9cc64d419f1,1,71947372,Sapphire,4
120792829,8a45d5bc-df2f-3b21-a848-f46a1ae59526,1,3888142,null,1
14759966,73adc280-5421-3238-b115-11878fe35884,1,60666544,Sapphire,1
2678250,cfe199be-9383-3498-b2e5-adb304dc1277,1,76405269,Sapphire,4
132333721,3ae4ba99-6ebe-32da-a247-d4e043453186,1,49042775,Sapphire,4
138760782,6cb9939e-b29c-3d61-b656-86dbbc7bd6eb,1,45376711,null,1
138782564,1e43fba9-1c07-32b4-8b69-5be7ab956e55,1,95116834,Sapphire,2
136532974,357bcae8-bf2b-3666-b29f-ccb12c35a7d6,1,93825668,Sapphire,1
127251777,2c1e2243-0d27-3424-a19b-b2841c1cfa4f,1,62637398,Sapphire,3
3229702,4e1fa7b8-e4c7-39fd-8e0e-a91eba524b5e,1,64814741,Sapphire,2
119397386,46dfd522-05c8-399c-8e7d-69594fca248a,1,50318243,Pearl,4
14413399,402e2a5e-30f9-3c5b-99b0-e1d6981c203d,1,48219167,Sapphire,1
119441849,0ff75b89-b25d-304c-bcb8-3d818e08d751,1,84187770,Sapphire,2
125647213,c8cf478e-646f-38f4-813c-3c49f2d55d53,1,84995331,Sapphire,2
140344480,1a0c4002-b22b-3e68-b499-1116a1681379,1,95751007,Pearl,6
140364153,7358436d-2dd2-360d-ba0b-c160fe30b253,1,95109705,Sapphire,1
11936691,d23666d3-9d66-3094-873b-3dce9f0d45ce,1,64872460,Sapphire,11
130043969,56845e1e-5622-3d22-9c4c-114d61c17bdd,1,80294992,Pearl,5
133390310,ca0741fb-577b-3577-9701-f4f9aa60db07,1,80656415,Sapphire,3
133401261,7f7eaeef-69ad-3c38-a470-7fe722e4bb5e,1,42724774,Sapphire,4
2756995,609e9b7d-516a-302d-a9ac-2b90aebce7e8,1,40447261,Sapphire,5
2726558,e632d8c9-7caa-334a-b0cc-7be5ebc621bf,1,49497025,null,2
130109048,dbba45b8-cbaf-33d7-800f-42c6fc8789a1,1,80056819,Sapphire,3
2663468,90588da5-38f0-3d30-8f7c-cfffb1b90d07,1,58739082,Sapphire,1
130138022,988eaa9d-270a-3a19-be6a-996146b03f82,1,80444401,Sapphire,5
2813556,f0abf164-dd85-301b-8e5f-4560e87dd61a,1,51039315,Sapphire,3
113679187,4004ccc4-ecac-39a5-bbbe-c6dd995bfb86,1,70231058,Sapphire,8
11999535,9947aad6-ccd2-3fc9-baa4-c600cacb2759,1,89479816,Sapphire,1
12013164,fec2f62a-8109-346f-a4d5-941fa5acb94b,1,64868843,Sapphire,2
12783539,c744668e-dad3-344e-a76c-2237c4c90d4d,1,11356990,null,5
12041477,dfdb2b55-0277-32b0-aec6-df47a0904f73,1,51729761,Sapphire,1
3128035,59b06585-e9f1-3518-839e-876c234dbb99,1,52332742,Sapphire,4
11631699,238e1079-1560-33cb-adad-826462a26d22,1,72936158,Sapphire,2
12808858,86472f6d-7bbf-38eb-8699-2599c78ad8b3,1,4369975,null,1
12081735,5d09bfad-6da2-383e-adbc-ca21a83a444a,1,64271402,Sapphire,1
11655769,d58cd6ad-7d1e-3dc4-ac67-6c22e5010059,1,6768573,null,3
11661685,57882e03-c482-3b01-a8bb-3e016789c287,1,62595678,Sapphire,1
11783323,a1d41384-73c4-30c4-89eb-fdb23170419c,1,1475189,null,1
11783341,db11edbb-72a4-36a3-92f3-a3632e5ad54f,1,54848461,Sapphire,1
138827659,b2b53eaf-4502-36fb-978a-627b3cd14133,1,94656938,Sapphire,5
11832472,dc96deb4-0911-37a2-9195-e787f1afbc29,1,81958704,Sapphire,5
12112138,d136c94d-9f74-33f2-a8e4-85d8e4fcb215,1,67730702,Sapphire,3
3150270,da3dec72-95f9-32ac-96b5-5ad9f9ea491f,1,63077186,Sapphire,1
12144460,cc0ff6d6-ec1b-3a58-9315-2a25a5b82e26,1,68215350,Sapphire,3
11666770,869cb07c-ca5e-3542-8e66-aa39dfe4e925,1,42785906,Sapphire,3
11852277,241c84bf-68fa-3d69-8fc8-be99123d49ae,1,55027003,Sapphire,2
11694735,160a7ea9-c4e9-30b9-b897-730c17010535,1,3983658,null,1
12903550,b876615b-3aa7-3090-9b79-1348d28d0567,1,61198199,Sapphire,1
15220782,9483ce83-1cab-3b8a-83a0-93c96771ecb2,1,72773223,Sapphire,5
125911765,ec8080c8-622f-3d5f-a0a1-e741ba38909d,1,55952012,Sapphire,1
3182261,deb1b807-00ea-37aa-bf95-7d7823ffed9e,1,55066340,Sapphire,1
15228668,8e98ad7a-6bf5-39c3-bb62-90b6b8227921,1,57499312,Sapphire,1
13434067,577a033f-102b-3315-bd0e-7c43ada0fead,1,55267342,Sapphire,1
13436410,3ca977d9-9bdc-3197-af86-027af7b6dab9,1,65465360,Sapphire,2
13437125,aa0c64df-a12e-37ca-aae3-eaee2a04e606,1,62430911,Sapphire,2
13440011,7c20668c-f972-3efb-93a4-218eb1ed8a8e,1,51540871,Sapphire,3
125935893,19fc231e-187b-338a-8b9c-f1be4822d3ce,1,46146444,null,2
138905502,9800b6c6-9abf-38d1-a433-c55c0755ad50,1,94598081,Sapphire,2
13073030,0cfedcc4-2a2f-370b-942b-72cc6129fc15,1,52259994,Sapphire,7
13475774,f5288f9a-66cd-3167-ab4f-3c2c4d933956,1,68588705,Sapphire,4
130365783,8774754d-5f0b-3540-b8c0-e0d34c2c57b9,1,95329680,Sapphire,5
130366069,7182f4f0-f1bd-3fdd-abaa-4fde25de4435,1,80107319,Sapphire,1
13130526,11f6f635-7004-3f81-bfce-a9200a893e03,1,10194945,null,2
11880691,293d8187-5aa3-3642-9d53-b9309525a1ea,1,58270467,Sapphire,1
11898521,2220b40d-2411-31a9-adae-9a67bd127744,1,71728188,Sapphire,4
130409241,5d6098a5-07f3-44e6-952a-4c991f1fe3b5,1,68570786,Sapphire,2
139016686,0ec9718c-e34b-3df7-9bb9-2f98370942bd,1,94713729,Sapphire,1
12260372,5f607025-2a5e-3665-86a8-5cd357481fe5,1,58337961,Sapphire,5
11964121,0c6141f9-f28d-30dd-9a27-57784b51a840,1,78189682,Sapphire,4
12281954,953934be-f1c5-3799-a9cd-88f39276051e,1,33977833,Sapphire,1
12328994,2f903d9d-29a7-3d2f-bfc5-a1e076a664ed,1,73249799,Sapphire,3
13674936,edc18240-bb58-3e46-9d50-c5e26190cbc5,1,47448344,Sapphire,1
13685464,99fcf203-790a-3db6-9993-3168dd41b4ca,1,65188063,Sapphire,3
12333015,226191e5-ca1f-3e74-afdc-744d47eb3af9,1,2252735,null,1
13699056,951419cc-59f2-356c-acd6-87070fd094f2,1,62367470,Sapphire,2
139050661,66a33539-3715-3258-a140-8bbd4cbf55b7,1,94705094,Sapphire,1
3181416,99df22ce-84bf-3987-892c-bcc11ffb29b4,1,56800656,Sapphire,1
13225632,ec2425f0-5192-3eee-8177-55c5ab6ffc4a,1,53711820,Sapphire,1
129309674,ad9d7d37-22f6-31fa-a5eb-0c2ccfbc3bc4,1,79912242,Sapphire,1
11789086,a2eae9a9-8b02-359e-bfac-eb42a9c00102,1,49592166,null,1
136607441,18787f7f-ed26-3cd2-989a-bec1c1633384,1,93897345,Sapphire,1
136608843,57de21a5-ae65-3b72-9f3f-a23c34066169,1,93826010,Sapphire,1
15250761,95913725-7058-36be-9dcd-19dd5eea2ba8,1,18477517,null,1
136611199,f13a4d5a-e359-309d-87c6-13149d702a0c,1,93957198,Sapphire,1
15251515,6d065898-42a8-3cc7-87d4-37c8a17275b7,1,42887903,null,2
15262359,36f60a41-2773-3a51-9a3c-dc2cf8ca3d7b,1,59377378,Sapphire,1
3200252,61d6c88f-0a10-350b-9e4b-a7cecbf57f6a,1,57116893,Sapphire,1
3324532,4443a935-d12a-335c-818c-d420abafc99f,1,61400988,Sapphire,6
13838516,c1bcf22d-4258-3526-a52a-2b53942a4860,1,60357503,Pearl,10
136613123,b2e21a57-c362-3e52-94f7-e53bdd9eaf0f,1,93923460,Sapphire,1
113722374,4987134a-befd-3f78-a5f9-c1a09ac21ac6,1,61621089,Sapphire,6
123125526,40f45652-d8ef-3d89-9073-953e56dc9f9d,1,61812113,Sapphire,1
