accountType,accountId,guestId,mLifeId,mgmRewardsTierCurrent,stateCd
opera,804597945,54854179,76301733,Sapphire,HI
patron,55791046,24093112,55791046,Sapphire,null
patron,94803199,139503640,94803199,Sapphire,TN
patron,60824193,100326932,60824193,Sapphire,NV
customers,00u9ufc6o74EY75xh1t7,109794688,77893930,Sapphire,CA
opera,807134506,59948169,77215716,Sapphire,NJ
patron,56520645,110643445,56520645,Sapphire,NV
patron,94706494,139253515,94706494,Sapphire,MI
customers,00urgpwl3ilkQ8RSC1t7,144654669,96017687,Sapphire,CA
patron,65023075,17948582,65023075,Sapphire,QLD
patron,52419854,115290691,52419854,Sapphire,null
opera,897386456,89178662,65424798,Sapphire,MI
patron,57707102,45993547,57707102,Sapphire,null
patron,51488472,50961094,51488472,Sapphire,BC
customers,00uhy5p6nrEzA1Uds1t7,120650691,82019915,Sapphire,NY
patron,71731937,67507239,71731937,Sapphire,VA
patron,60172993,69270577,60172993,Sapphire,NE
patron,4240093,47628859,4240093,Sapphire,GA
customers,00ubnvvj97KfXfLN01t7,75454231,79205615,Sapphire,CA
opera,3154904,54753124,1476311,Sapphire,MI
patron,71193635,7697107,71193635,Sapphire,TX
patron,98084724,152221108,98084724,Sapphire,ND
patron,93198672,135746512,93198672,Sapphire,null
patron,99102609,151474426,65181476,Sapphire,MS
patron,57179481,94107375,57179481,Sapphire,null
patron,58885316,70639272,58885316,Sapphire,null
patron,17117549,47010434,16684323,Pearl,MA
patron,11797555,102417592,18974137,Sapphire,TN
patron,81557936,1725307,81557936,Sapphire,null
patron,59936005,26408602,59936005,Sapphire,GA
patron,95592927,143034594,95592927,Sapphire,MA
opera,815708440,128438087,75413719,Sapphire,NY
patron,43948428,122999827,43948428,Sapphire,NV
betmgm,582832953,152365822,98136200,Sapphire,ON
opera,890462630,135115906,92742097,Sapphire,GA
patron,62442196,106461639,62442196,Sapphire,FL
betmgm,575747833,135140956,96000631,Sapphire,MI
patron,93227873,135759359,93227873,Sapphire,null
patron,69535848,68015909,69535848,Sapphire,TX
patron,71691080,66679814,71691080,Sapphire,CO
patron,52900036,107766840,52900036,Sapphire,HI
patron,92986503,135422698,92986503,Sapphire,null
opera,898478314,150902249,97790181,Sapphire,MI
patron,58555883,21651438,58555883,Sapphire,TX
opera,901193407,155734411,99288769,Sapphire,NC
patron,64202994,18291882,64202994,Sapphire,null
patron,76527568,59124065,76527568,Sapphire,TN
patron,7839690,28344661,7839690,Sapphire,FL
patron,76132886,96098550,76132886,Sapphire,null
patron,54590371,9889266,54590371,Sapphire,TX
patron,54348920,41165075,54348920,Sapphire,null
patron,84804508,6377745,84804508,Sapphire,VA
patron,98852860,155184639,98852860,Sapphire,PA
patron,44509431,5354502,44509431,Sapphire,TX
patron,58144171,36966235,58144171,Sapphire,NJ
patron,77584191,70646273,77584191,Sapphire,NY
customers,00ukwd8bb9Y50q8N51t7,144498804,96271258,Sapphire,AZ
opera,802407479,88062429,52782201,Sapphire,MD
patron,55909353,100919734,55909353,Sapphire,null
patron,72302759,80442796,72302759,Sapphire,PA
patron,56845852,39606249,56845852,Sapphire,AZ
patron,19182734,85824382,34203270,Sapphire,ON
patron,80825458,133911277,80825458,Sapphire,CA
opera,842197528,112633991,72447868,Sapphire,ID
opera,899116192,151563559,98044564,Sapphire,CT
patron,67463691,168610175,67463691,Sapphire,MI
opera,802433680,56216367,60450118,Sapphire,UT
patron,83882974,88597896,83882974,Sapphire,VA
patron,59944010,70494779,59944010,Sapphire,LA
betmgm,609211437,168137855,100735950,Sapphire,OH
patron,59070684,117958244,59070684,Sapphire,null
archtics,24578403,108155723,82027171,Pearl,TX
archtics,22233819,3891384,72426518,Sapphire,FL
opera,816761723,63510958,73780065,Sapphire,OH
patron,62142068,84906828,62142068,Sapphire,AZ
betmgm,558416805,135249904,92644259,Pearl,PA
betmgm,554834568,134766160,92563724,Sapphire,AL
patron,92696266,135044276,92696266,Sapphire,TN
patron,68909435,15627219,68909435,Sapphire,null
opera,797249598,91772427,74704104,Sapphire,VA
patron,90756599,31079242,90756599,Sapphire,NY
patron,66998764,35533852,66998764,Sapphire,IN
customers,00u82s0nn6rogxBS01t7,21124231,76705491,Sapphire,null
patron,18090969,133255661,71005509,Sapphire,FL
opera,816671938,86668825,60333316,Sapphire,CA
opera,897592916,81110635,47771872,Sapphire,CT
patron,59531015,121911747,59531015,Sapphire,null
patron,53720704,88924697,53720704,Sapphire,MN
patron,57684651,42375344,57684651,Sapphire,null
patron,5016345,37500557,5016345,Sapphire,CA
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlciQLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBiPsPDyGgw,141095167,95215179,Sapphire,CA
patron,97438101,149197224,97438101,Sapphire,MS
patron,64108757,30449844,64108757,Sapphire,null
patron,68916837,115336686,68916837,Sapphire,null
betmgm,561673996,140448115,95004169,Sapphire,PA
patron,99646137,165363460,99646137,Sapphire,null
opera,891693919,140327707,94955799,Sapphire,VA
patron,93486837,136181153,93486837,Sapphire,null
tcolv_patron,1056625,168616940,47156910,Sapphire,NY
patron,71139828,66870003,83657897,Sapphire,CT
opera,796817172,67571549,73432935,Sapphire,CA
patron,78720518,6773471,78720518,Sapphire,OK
patron,68761392,16375069,68761392,Sapphire,IL
patron,60377672,91938706,60377672,Sapphire,OH
patron,71210440,69991513,71210440,Sapphire,CA
patron,2411687,5095193,19522312,Sapphire,FL
patron,98464327,153195350,98464327,Sapphire,TX
archtics,13961768,106585593,50552637,Sapphire,CA
patron,45465929,48294110,45465929,Sapphire,null
patron,57860960,7024032,57860960,Sapphire,CA
patron,53280242,38758347,53280242,Sapphire,PA
patron,45722165,103464462,73071215,Sapphire,FL
patron,65085292,74626959,65085292,Sapphire,SK
patron,76286112,54089282,76286112,Sapphire,CA
patron,79232552,61659435,79232552,Sapphire,PA
patron,81562393,107562905,81562393,Sapphire,null
patron,90436361,87721804,90436361,Sapphire,NY
patron,57120365,108331627,57120365,Sapphire,null
betmgm,608023892,48872289,97392478,Sapphire,IL
patron,90330523,19168067,90330523,Sapphire,NY
patron,83035309,26128328,83035309,Sapphire,NJ
archtics,18134048,52342198,52864323,Sapphire,CA
patron,48260188,13496549,48260188,Sapphire,LA
opera,785528128,61551513,48308309,Sapphire,PA
patron,66765219,84750662,66765219,Sapphire,FL
patron,75907110,66012878,75907110,Sapphire,CA
patron,61309002,117389521,61309002,Sapphire,TX
betmgm,601019480,166023220,99900141,Sapphire,MD
patron,65273799,55740663,65273799,Sapphire,PA
patron,93509773,136227100,93509773,Sapphire,null
patron,93932216,136678568,93932216,Sapphire,null
patron,59061366,96626745,59061366,Sapphire,null
patron,60836853,35672868,60836853,Sapphire,IN
opera,394569479,9812727,56503237,Sapphire,VA
patron,54104415,79785029,40429330,Sapphire,TX
patron,54005683,84065296,54005683,Sapphire,CT
patron,52501190,1637126,52501190,Sapphire,null
opera,809390773,109133606,77886120,Sapphire,AK
betmgm,574823225,143691590,95734787,Sapphire,TN
betmgm,600131655,165789782,99798805,Sapphire,VA
patron,83579471,52677694,83579471,Sapphire,NJ
patron,83436118,55209017,83436118,Sapphire,NY
patron,76926421,97233082,76926421,Sapphire,IN
opera,782626716,123575740,2311079,Sapphire,NY
tcolv_lms,444651741076,47765299,58513062,Sapphire,AZ
patron,19857699,74702317,19857699,Sapphire,MN
patron,98880809,155277507,98880809,Sapphire,FL
patron,81829325,101641514,81829325,Sapphire,null
patron,60322425,125738760,60322425,Sapphire,AR
betmgm,580265769,148788811,97295553,Sapphire,AZ
opera,813089792,53507717,78987270,Sapphire,PA
patron,61514673,40119697,61514673,Sapphire,MO
customers,00u7507hSprjTxfnT1t5,80508929,32641013,Sapphire,AL
patron,55052710,11533144,55052710,Sapphire,null
patron,59999060,68534129,59999060,Sapphire,null
patron,93545887,136015013,93545887,Sapphire,null
patron,54405668,60299960,54405668,Sapphire,null
tcolv_patron,2812017,38772353,65408599,Sapphire,CA
patron,65550432,2152555,65550432,Sapphire,CA
opera,174982664,73022059,53603051,Sapphire,null
archtics,3861327,40453184,50316842,Sapphire,WA
patron,80537694,132600048,80537694,Sapphire,PA
patron,99786167,165754414,99786167,Sapphire,OK
patron,99646514,165363487,99646514,Sapphire,null
betmgm,556277524,136276545,93630810,Sapphire,null
patron,2533861,186332064,2533861,Sapphire,LA
patron,93186482,135862356,93186482,Sapphire,null
patron,46610227,97759067,46610227,Sapphire,CA
patron,69675059,34660530,69675059,Sapphire,null
patron,79383524,120789998,79383524,Sapphire,FL
patron,59846795,122302707,59846795,Sapphire,NM
customers,00uirzeq40S68MBPI1t7,137610618,95092918,Sapphire,RI
patron,18667620,113649411,83867811,Sapphire,NY
betmgm,574538551,142584854,95632590,Sapphire,AZ
patron,53745999,79399232,53745999,Sapphire,null
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlcicLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBiAgNz42NDACAw,186698729,72302779,Sapphire,MO
patron,58797736,94622196,58797736,Sapphire,null
patron,12093113,74318617,53048348,Sapphire,CA
patron,76390994,2111604,76390994,Sapphire,NJ
patron,54638456,85184312,54638456,Sapphire,null
opera,479933557,32992638,19572619,Sapphire,CA
patron,55783754,106335423,55783754,Sapphire,null
patron,63578712,119160054,63578712,Sapphire,HAR
patron,93039128,135780730,93039128,Sapphire,null
patron,96013242,144675599,96013242,Sapphire,TN
customers,00uqxe5786SfmzMva1t7,23287831,81987672,Sapphire,NJ
patron,93494533,136303268,93494533,Sapphire,null
opera,781352936,100296004,62650374,Sapphire,CA
patron,72071995,105597719,83527457,Sapphire,PA
patron,53545028,98081273,53545028,Sapphire,null
betmgm,576896299,83384196,96330965,Sapphire,DC
patron,73035305,29599056,73035305,Sapphire,null
tcolv_lms,444560395488,113073641,72870883,Sapphire,NS
customers,00uhy1sfvlIr7SJAP1t7,125143373,83516149,Sapphire,NY
opera,899849843,41140894,69978302,Sapphire,WA
patron,61639323,81201338,61639323,Sapphire,null
betmgm,611348908,137786289,94364617,Sapphire,CO
customers,00uhxsx7r914IyGip1t7,89075958,84621793,Sapphire,NY
patron,67732122,62662131,67732122,Sapphire,null
patron,67368938,16721913,67368938,Sapphire,CA
patron,49846257,27765984,49846257,Sapphire,NM
patron,54573082,14221656,54573082,Sapphire,AE
customers,00uc4vwjjpYMrJsYd1t7,34899609,77318290,Sapphire,IL
archtics,10916573,88559700,65437429,Sapphire,ON
patron,98876985,155249278,98876985,Sapphire,KS
betmgm,558877354,137790386,94378789,Sapphire,PA
patron,100114075,166670871,100114075,Sapphire,GA
customers,00ufkvtwWZdhEBsir1t5,88555933,68763690,Sapphire,null
patron,30404593,50324351,30404593,Sapphire,TN
patron,85062899,20800220,85062899,Sapphire,PA
patron,56893032,61918273,56893032,Sapphire,null
patron,73960917,34500223,73960917,Sapphire,TX
patron,76571508,6081872,76571508,Sapphire,NM
patron,77101017,10792287,77101017,Sapphire,AR
patron,81825478,47328287,81825478,Sapphire,null
patron,84067519,28060198,84067519,Sapphire,NJ
opera,610456546,60260283,61576999,Sapphire,AZ
opera,1908975,56807035,59130109,Sapphire,IL
archtics,3386423,58053830,77243507,Sapphire,CT
patron,63323830,117345979,63323830,Sapphire,MS
patron,89271496,80006937,89271496,Sapphire,FL
patron,69989969,38497986,69989969,Sapphire,TX
patron,48741274,16575249,48741274,Sapphire,NM
patron,96214603,145388866,96214603,Pearl,MI
patron,98753800,77988529,65082068,Pearl,CA
patron,75094477,87783332,75094477,Sapphire,TN
opera,896440045,110940806,58175347,Sapphire,CA
opera,778836750,54528639,66763737,Sapphire,GA
patron,64562622,80280161,64562622,Sapphire,MN
customers,00u5zccbbmCSv5Vks1t7,120853082,66557064,Sapphire,CA
patron,75034903,100930367,75034903,Sapphire,CA
patron,64277704,90320893,64277704,Sapphire,null
patron,55387382,71012295,55387382,Sapphire,--
opera,550254786,82606672,61346684,Sapphire,GA
patron,90492380,47753190,90492380,Sapphire,NY
patron,99698546,158160345,99698546,Sapphire,OH
patron,71279515,90353209,71279515,Sapphire,null
patron,95979030,144032514,95979030,Sapphire,AK
archtics,7379994,25594951,48568929,Sapphire,VA
patron,77836910,73026559,77836910,Sapphire,IN
patron,83602977,70388947,83602977,Pearl,PA
customers,00ueit97h22ozgXO11t7,67743247,50084649,Sapphire,null
patron,74124762,61414915,74124762,Sapphire,TX
patron,77305103,70907232,77305103,Sapphire,null
betmgm,597030548,155911537,99096922,Sapphire,MO
patron,56558776,72997616,56558776,Sapphire,null
patron,79502020,88297198,79502020,Sapphire,KY
customers,00uctzpy6wgVSkLUZ1t7,128547724,79946597,Sapphire,MO
patron,71941855,61090053,71941855,Sapphire,VA
patron,55024505,19818234,55024505,Sapphire,null
patron,68400562,46845861,68400562,Sapphire,MD
patron,55190365,36687549,55190365,Sapphire,null
patron,63550500,114638440,63550500,Sapphire,CA
patron,81066898,112835999,81066898,Sapphire,null
patron,78800758,11284444,78800758,Sapphire,WA
patron,68810367,46796817,68810367,Sapphire,null
patron,65886180,64177361,65886180,Sapphire,null
patron,58987299,23926356,58987299,Sapphire,NJ
opera,115908836,124722000,48269873,Sapphire,LA
patron,64227141,117493046,64227141,Sapphire,null
opera,780149009,89077670,67228403,Sapphire,OH
patron,99111385,149931909,99111385,Sapphire,AZ
customers,00ur4l82trx2t4tCl1t7,167769703,100576256,Sapphire,MI
patron,53420105,43907123,53420105,Sapphire,null
patron,90420080,61863501,90420080,Sapphire,NY
patron,45013390,3218593,7052885,Sapphire,CA
patron,53828044,44891430,53828044,Sapphire,null
betmgm,558495115,137640368,94309647,Sapphire,OH
tcolv_patron,1612409,9372486,63127074,Sapphire,NJ
patron,47163712,75018993,47163712,Sapphire,HI
betmgm,578189692,147385308,96766900,Sapphire,FL
tcolv_lms,445753134552,87956060,54304342,Sapphire,CA
patron,60210975,76982030,60210975,Sapphire,CA
patron,80361658,131471626,80361658,Sapphire,TN
patron,61155558,79242000,61155558,Sapphire,NV
patron,43103890,57088591,43103890,Sapphire,PA
patron,45383706,92179241,45383706,Pearl,AL
patron,46740767,2032821,46740767,Sapphire,TX
patron,57710872,51792812,57710872,Sapphire,null
opera,809536556,126794223,75704546,Sapphire,NY
patron,83261646,50878780,53199366,Sapphire,OH
patron,54379031,9411055,54379031,Sapphire,null
customers,00u5pmipDcC3mV3yS1t5,113166735,62839413,Sapphire,MI
tcolv_lms,408898047866,133283096,61303364,Sapphire,CA
patron,97502503,149392002,97502503,Sapphire,MA
patron,94198157,137380465,94198157,Sapphire,MI
patron,48636033,18178875,48636033,Sapphire,LA
patron,59162169,30001476,59162169,Sapphire,MI
tcolv_lms,409518061222,61930172,60577527,Sapphire,SD
patron,53932248,41301768,53932248,Sapphire,null
patron,41257024,26272614,41257024,Sapphire,OH
patron,52641210,60550764,52641210,Sapphire,null
patron,51177731,24658566,51177731,Sapphire,null
patron,67854118,40436348,67854118,Sapphire,GA
patron,49542386,43456739,49542386,Sapphire,IL
tcolv_lms,435484142452,158729899,94080327,Platinum,MI
patron,62329603,64541513,62329603,Sapphire,NV
patron,50543048,81576168,50543048,Sapphire,OK
opera,895401245,144721666,96069091,Sapphire,CA
opera,471701408,117009618,48671355,Sapphire,WI
patron,100012230,166328573,100012230,Sapphire,MO
patron,18874960,92262234,18874960,Sapphire,OH
patron,70124403,58842100,70124403,Sapphire,null
patron,59349960,110207396,59349960,Sapphire,AZ
patron,65357089,93592678,65357089,Sapphire,MT
customers,00u926oya51KtXO0l1t7,86988179,77349602,Sapphire,FL
customers,00ucjbh3Dw27YEPK61t5,168613107,62757418,Sapphire,CA
patron,75728819,33593614,75728819,Sapphire,MS
patron,68041798,122561996,68041798,Sapphire,null
patron,98504855,87485424,98504855,Sapphire,AZ
patron,75960403,45823468,75960403,Sapphire,IN
patron,41769143,18017596,41769143,Sapphire,FL
archtics,5477820,72576935,20912904,Sapphire,OR
patron,78995690,3093818,78995690,Sapphire,CA
patron,74891357,1408099,74891357,Sapphire,NY
patron,55334581,52027700,55334581,Sapphire,MI
patron,60390937,186756255,60390937,Sapphire,IL
patron,68931106,21575873,68931106,Sapphire,null
patron,49644975,108564922,49644975,Sapphire,MN
patron,74504573,115343315,74504573,Sapphire,TX
patron,50043799,54433556,50043799,Sapphire,ON
patron,56824606,42740974,56824606,Sapphire,null
customers,00u8tudy1c2fhLvQR1t7,24842173,77193306,Sapphire,GA
patron,76393474,74494708,76393474,Sapphire,IA
betmgm,555415253,137585642,94307343,Sapphire,WV
patron,78906331,125797231,78906331,Sapphire,VC
patron,67666255,56262394,67666255,Sapphire,null
patron,41869356,2442141,83234338,Sapphire,MD
patron,67690829,27711075,67690829,Sapphire,null
patron,75989364,79567657,75989364,Sapphire,LA
patron,56570380,86545387,56570380,Sapphire,null
patron,83780856,3800612,83780856,Sapphire,NC
patron,61567295,87078388,61567295,Sapphire,MI
patron,70507072,41230216,70507072,Sapphire,AR
patron,90056913,27596416,65783721,Sapphire,NY
betmgm,558589832,137592027,94317897,Sapphire,PA
tcolv_lms,448542528125,84110827,53905300,Sapphire,AZ
patron,76039295,20849863,76039306,Sapphire,IL
patron,71433786,79274265,71433786,Sapphire,null
patron,49059712,119051818,49059712,Sapphire,GA
betmgm,563272952,140617238,95113259,Sapphire,PA
patron,97646194,117917134,48222092,Sapphire,MI
patron,68804380,81381137,68804380,Sapphire,null
patron,70287985,107464979,70287985,Sapphire,OK
patron,70222494,12695740,70222494,Sapphire,null
patron,76285025,27198193,76285025,Sapphire,DC
betmgm,567230614,143018562,95579917,Sapphire,AZ
patron,29970913,36314748,71257549,Sapphire,UT
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlciQLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBjMqYa4HQw,147515508,97110483,Sapphire,CT
patron,19451527,4230002,68385262,Sapphire,FL
patron,84594973,11424926,84594973,Sapphire,NY
patron,99509705,158742918,99509705,Sapphire,MS
tcolv_patron,1205869,168652574,11619309,Sapphire,MO
patron,89262259,76539837,89262259,Sapphire,OH
patron,95591421,142662107,95591421,Sapphire,MI
patron,99377799,158088464,99377799,Sapphire,CT
patron,66057850,120507234,66057850,Sapphire,null
customers,00upu1auzjQQzkFPx1t7,156157349,99448094,Sapphire,CA
patron,49147698,63363773,49147698,Sapphire,FL
patron,30335923,67725187,30335923,Sapphire,TX
patron,69368002,32679514,46431787,Sapphire,CA
customers,00undna4u6hIENPjq1t7,151688450,84473862,Sapphire,NJ
customers,00u5xeomrp4v4IvIT1t7,111373391,75234247,Sapphire,NV
archtics,1559693,33434192,45877202,Sapphire,CA
betmgm,612699864,82439720,79505220,Sapphire,MI
patron,65794218,74048516,65794218,Sapphire,null
tcolv_lms,414344954649,158770594,61254757,Sapphire,CA
patron,34750268,25866573,34750268,Sapphire,BC
opera,782231663,34353530,68068915,Sapphire,CA
opera,810180274,24480606,97568892,Sapphire,NJ
patron,48974863,5370822,48974863,Sapphire,null
patron,90319985,75763598,90319985,Sapphire,NY
patron,93791635,136521567,93791635,Sapphire,null
patron,64259615,70669431,64259615,Sapphire,null
patron,56250547,25642810,56250547,Sapphire,null
patron,53886770,118391196,53886770,Sapphire,null
archtics,13154493,73510579,63086964,Sapphire,CA
opera,467066099,42492210,60256175,Sapphire,BC
patron,43182003,119761172,43182003,Sapphire,BC
opera,256199480,99101558,63133080,Sapphire,MN
customers,00up7dq2rpxCbn7O41t7,151660396,97934749,Sapphire,TN
patron,69746034,76221322,69746034,Sapphire,NJ
patron,94590460,138715363,94590460,Sapphire,IN
patron,59632032,87805834,59632032,Sapphire,null
betmgm,597294216,156192077,99183861,Sapphire,MO
customers,00uwr9ldpJ1XQkblm1t6,83185507,30967722,Pearl,CA
patron,74833062,20155171,74833062,Sapphire,MD
patron,4137737,72982150,45505539,Sapphire,MI
patron,79516001,89436280,79516001,Sapphire,null
patron,68760606,84484557,68760606,Sapphire,AR
patron,61222623,29517108,61222623,Sapphire,null
betmgm,558878259,137595579,94376993,Sapphire,NJ
patron,79275216,122446180,79275216,Sapphire,LA
patron,35719507,122730301,35719507,Sapphire,CA
patron,62211150,54687809,62211150,Sapphire,TX
patron,84884007,43467348,84884007,Sapphire,PA
patron,89204743,19235788,89204743,Sapphire,null
tcolv_patron,2240097,2342928,72346749,Sapphire,ON
patron,40517183,76969259,51181749,Sapphire,TX
opera,809479292,111498102,59185828,Sapphire,VA
patron,56789607,85050425,56789607,Sapphire,MO
patron,56660990,20130349,56660990,Sapphire,null
patron,60390697,103525353,60390697,Sapphire,FL
patron,55413479,55648734,55413479,Sapphire,WI
patron,90005081,141652057,90005081,Sapphire,NY
patron,50287878,81431076,50287878,Sapphire,MB
patron,79069649,23423629,79069649,Sapphire,GA
opera,800276488,8014879,65925419,Sapphire,CO
patron,83231675,51037601,83231675,Sapphire,PA
patron,68761166,112178666,68761166,Sapphire,MI
patron,57514562,91801044,57514562,Sapphire,null
patron,68981959,81370581,68981959,Pearl,NV
patron,32005821,111505699,32005821,Sapphire,NY
patron,76565762,25878702,76565762,Sapphire,TX
patron,59738604,60959016,59738604,Sapphire,CA
archtics,22580144,128053516,79662957,Sapphire,MI
patron,2381075,37722620,2381075,Sapphire,CA
customers,00u6zn5e4KuPivubN1t5,108932481,50337653,Sapphire,NJ
patron,59114863,109292957,59114863,Sapphire,null
patron,56964608,98777911,56964608,Sapphire,null
patron,8308804,62906429,8308804,Sapphire,CT
patron,54981996,106074688,54981996,Sapphire,NV
patron,77780422,47611094,77780422,Sapphire,CA
patron,53882973,90739185,53882973,Sapphire,null
patron,75564683,52433393,75564683,Sapphire,CA
customers,00uqcl9h9eAHIpSbD1t7,165716757,99773804,Sapphire,MD
patron,66312781,58255951,66312781,Sapphire,null
opera,736898748,19009655,15546332,Sapphire,MI
patron,56279069,69006495,56279069,Sapphire,null
patron,52198236,186776765,52198236,Sapphire,CA
patron,52717651,46261344,52717651,Sapphire,null
patron,64447866,186707919,64447866,Sapphire,WA
patron,97894647,151533413,97894647,Sapphire,IL
patron,3347346,125669122,18448012,Sapphire,IN
patron,53692712,117035793,53692712,Sapphire,null
patron,53332744,97169150,53332744,Sapphire,null
patron,75203863,9797894,75203863,Sapphire,FL
patron,82276101,14327082,82276101,Sapphire,NJ
patron,93322300,136077788,93322300,Sapphire,null
patron,55863743,33534741,55863743,Sapphire,null
patron,99703363,165510741,99703363,Sapphire,NY
patron,76695894,24911519,76695894,Sapphire,CT
opera,781914792,70407257,67984627,Sapphire,CA
betmgm,585664701,154596683,98703984,Sapphire,GA
onetrust,379542A7-8E20-4648-BC01-9B157AF8316F,92023877,57149242,Sapphire,PA
patron,57081802,3981947,57081802,Sapphire,null
customers,00uroktpgviQblwvC1t7,167876402,100621511,Sapphire,WV
opera,899674460,152877194,98272534,Sapphire,CA
patron,76035737,46873395,76035737,Sapphire,NJ
customers,00uoh7m67igmmPq571t7,153313538,98389822,Sapphire,PA
customers,00ujx0i7fenjEQAmV1t7,143487411,95651714,Sapphire,SC
patron,55934899,60905069,55934899,Sapphire,null
patron,65065634,7831145,65065634,Sapphire,null
patron,69976161,27754271,69976161,Sapphire,FL
patron,84422709,47347025,84422709,Sapphire,NY
patron,94056190,136992344,94056190,Sapphire,PA
patron,74702738,52883115,74702738,Sapphire,PA
patron,55242821,83961745,55242821,Sapphire,null
betmgm,608477625,167876341,100627214,Sapphire,ON
patron,55134474,66770543,55134474,Sapphire,null
patron,59130868,60660437,59130868,Sapphire,null
patron,54486402,11274103,54486402,Sapphire,--
patron,56384931,88568025,56384931,Sapphire,null
opera,817456360,131103988,80238192,Sapphire,MA
tcolv_patron,2858644,168623991,72743750,Sapphire,CA
patron,98386130,153313722,98386130,Sapphire,GLA
patron,96906216,147696906,96906216,Sapphire,AZ
patron,40899494,46702225,40899494,Sapphire,OH
patron,71644187,47474026,71644187,Sapphire,MD
patron,65125767,99625894,65125767,Sapphire,TX
patron,55727162,37707778,55727162,Sapphire,null
patron,80890938,134127826,80890938,Sapphire,NJ
opera,2748846,32524966,20913886,Sapphire,OH
patron,65601743,20869756,65601743,Sapphire,CA
patron,65404076,89423722,65404076,Sapphire,CA
patron,78561129,16227821,78561129,Sapphire,MA
opera,107862174,81528953,52153106,Sapphire,CA
patron,75350264,71812789,75350264,Sapphire,IL
patron,66703812,53620910,66703813,Sapphire,BC
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlcicLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBiAgOzdnaPDCww,107845441,84751838,Sapphire,NJ
patron,55268626,127259152,55268626,Sapphire,null
patron,90322235,106970177,90322235,Sapphire,NY
patron,97576705,149646644,97576705,Sapphire,NV
patron,42642960,117867081,42642960,Sapphire,AL
opera,397733170,25669320,43837998,Sapphire,AL
sevenrooms,ahNzfnNldmVucm9vbXMtc2VjdXJlcicLEhpuaWdodGxvb3BfVmVudWVHcm91cENsaWVudBiAgJzfxOThCww,83872718,43968279,Sapphire,HI
patron,59453877,11103824,59453877,Sapphire,MI
patron,77561491,5545849,77561491,Sapphire,CA
patron,46567444,82512100,46567444,Sapphire,CA
tcolv_lms,424431680158,158759588,98573970,Sapphire,MI
betmgm,600569345,165885935,99832583,Sapphire,IN
patron,98133282,152366414,98133282,Sapphire,WA
patron,34883234,113776800,17724709,Sapphire,IN
patron,75915751,55018750,75915751,Sapphire,TX
patron,78948457,7552055,78948457,Sapphire,MD
patron,79536961,24130491,79536961,Pearl,GA
opera,798943664,97411568,72369449,Sapphire,ON
patron,67498107,121833878,67498107,Sapphire,CA
patron,59379220,97708598,59379220,Sapphire,WA
patron,81119591,37389213,81119591,Sapphire,null
patron,60826012,75052300,60826012,Sapphire,MO
patron,55928279,107204472,55928279,Sapphire,null
patron,85068913,9827977,85068913,Sapphire,PA
patron,53183157,103913623,53183157,Sapphire,null
patron,89460604,105014698,89460604,Sapphire,OH
opera,892327733,17127174,95532836,Sapphire,WA
opera,893337865,137777829,94368826,Sapphire,NJ
patron,54547216,25836518,54547216,Sapphire,null
patron,68887977,100219703,68887977,Sapphire,null
patron,53593768,62587488,53593768,Sapphire,MA
patron,93683405,136174486,93683405,Sapphire,null
opera,557308929,13144663,61268283,Sapphire,CA
patron,90035102,20233290,90035102,Sapphire,NY
tcolv_patron,631778,168643267,60009917,Sapphire,AR
customers,00ur0m59o6PqXjZCN1t7,133021039,48791863,Sapphire,ON
patron,69673727,28954192,69673727,Sapphire,OH
patron,72942384,86493177,72942384,Sapphire,GA
patron,55580365,76512976,55580365,Sapphire,null
patron,57075917,117365554,57075917,Sapphire,null
patron,75552066,117615754,75552066,Sapphire,CA
patron,73611102,16979442,73611102,Sapphire,AZ
patron,40670561,7405333,40670561,Sapphire,null
opera,899214973,152221225,98654187,Sapphire,TN
patron,74563061,79323639,74563061,Sapphire,MS
patron,92556424,134652117,92556424,Sapphire,KY
patron,56384251,29434473,56384251,Sapphire,null
patron,15562541,87462546,43507098,Sapphire,NY
archtics,17116538,101143660,61042302,Sapphire,GA
patron,82323089,10586286,82323089,Sapphire,NJ
patron,97786740,20396434,97786740,Sapphire,NJ
customers,00uiwb05b23rnlbrP1t7,40587390,81979964,Sapphire,NJ
patron,99253970,156382698,99253970,Sapphire,VA
opera,903448059,24321785,51980890,Sapphire,VA
patron,71469113,73721322,71469113,Sapphire,null
betmgm,608411992,167841406,100593754,Sapphire,OH
customers,00ua50cmnpqDyQC9c1t7,53541760,78129342,Sapphire,MN
patron,64458845,63002096,64458845,Sapphire,null
patron,59367322,31992369,59367322,Sapphire,KY
patron,81037263,98640037,81037263,Sapphire,null
patron,55625694,28551406,55625694,Sapphire,null
opera,895236124,36148668,89253874,Sapphire,OH
betmgm,577374786,97868222,76391844,Sapphire,PA
